RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,year,measure
166,166,Tim Petrovic,88,280.5,47118,168,2011,avg_driv_dist
167,167,Alex Cejka,59,280.3,33076,118,2011,avg_driv_dist
T168,T168,Shane Bertsch,62,280.1,31370,112,2011,avg_driv_dist
T168,T168,Justin Leonard,82,280.1,45944,164,2011,avg_driv_dist
170,170,Kevin Na,84,279.8,47009,168,2011,avg_driv_dist
171,171,Garrett Willis,71,279.7,38598,138,2011,avg_driv_dist
172,172,Greg Chalmers,88,279.6,48090,172,2011,avg_driv_dist
173,173,Michael Connell,76,279.5,42484,152,2011,avg_driv_dist
174,174,Chris Riley,76,279.3,40221,144,2011,avg_driv_dist
175,175,David Toms,78,279.1,41302,148,2011,avg_driv_dist
176,176,Colt Knost,80,279,41291,148,2011,avg_driv_dist
177,177,Zach Johnson,79,278.2,43396,156,2011,avg_driv_dist
178,178,Chris DiMarco,93,277.9,49475,178,2011,avg_driv_dist
179,179,Dean Wilson,62,276.8,34319,124,2011,avg_driv_dist
180,180,Ben Curtis,66,276.7,36522,132,2011,avg_driv_dist
181,181,Richard Johnson,64,276.6,32087,116,2011,avg_driv_dist
182,182,Nick O'Hern,89,276.3,46965,170,2011,avg_driv_dist
183,183,Jerry Kelly,85,275.6,44091,160,2011,avg_driv_dist
184,184,Rocco Mediate,53,275.5,29208,106,2011,avg_driv_dist
185,185,Paul Goydos,81,274.8,44523,162,2011,avg_driv_dist
186,186,Brian Gay,90,269.8,46410,172,2011,avg_driv_dist
1,1,Bubba Watson,68,315.5,41652,132,2012,avg_driv_dist
2,2,Charlie Beljan,61,311.6,33027,106,2012,avg_driv_dist
3,3,Robert Garrigus,89,310.3,55241,178,2012,avg_driv_dist
4,4,Dustin Johnson,70,310.2,40948,132,2012,avg_driv_dist
5,5,Rory McIlroy,60,310.1,32868,106,2012,avg_driv_dist
6,6,J.B. Holmes,90,309.7,50785,164,2012,avg_driv_dist
7,7,Jason Day,57,308.6,33333,108,2012,avg_driv_dist
8,8,Kyle Stanley,86,306.9,51249,167,2012,avg_driv_dist
9,9,John Daly,50,306.7,28216,92,2012,avg_driv_dist
T10,T10,Adam Scott,59,304.6,35335,116,2012,avg_driv_dist
T10,T10,Jhonattan Vegas,77,304.6,45697,150,2012,avg_driv_dist
12,12,Scott Piercy,95,304.5,57860,190,2012,avg_driv_dist
13,13,Graham DeLaet,79,304.3,45649,150,2012,avg_driv_dist
14,14,Jason Kokrak,79,304.1,45616,150,2012,avg_driv_dist
15,15,Ryan Palmer,81,303.1,48797,161,2012,avg_driv_dist
16,16,Keegan Bradley,90,302.7,52663,174,2012,avg_driv_dist
17,17,Scott Stallings,78,302.4,46871,155,2012,avg_driv_dist
18,18,Gary Woodland,70,301.6,40413,134,2012,avg_driv_dist
19,19,Seung-Yul Noh,105,300.4,58274,194,2012,avg_driv_dist
20,20,Harris English,98,300.3,58851,196,2012,avg_driv_dist
21,21,Bobby Gates,87,300.2,49837,166,2012,avg_driv_dist
22,22,Ángel Cabrera,54,299.7,29375,98,2012,avg_driv_dist
T23,T23,Troy Kelly,68,299.5,37140,124,2012,avg_driv_dist
T23,T23,Louis Oosthuizen,65,299.5,37141,124,2012,avg_driv_dist
25,25,Brandt Jobe,57,299.2,31714,106,2012,avg_driv_dist
26,26,Troy Matteson,100,298.9,56196,188,2012,avg_driv_dist
27,27,Josh Teater,97,298.6,55543,186,2012,avg_driv_dist
28,28,Martin Laird,77,298.2,42945,144,2012,avg_driv_dist
29,29,Lee Westwood,60,298.1,31596,106,2012,avg_driv_dist
30,30,Harrison Frazar,56,297.7,32147,108,2012,avg_driv_dist
31,31,Sean O'Hair,84,297.5,49980,168,2012,avg_driv_dist
32,32,Tiger Woods,69,297.4,39856,134,2012,avg_driv_dist
T33,T33,Erik Compton,81,297.2,43385,146,2012,avg_driv_dist
T33,T33,Tommy Gainey,98,297.2,57955,195,2012,avg_driv_dist
35,35,Carl Pettersson,92,297.1,54366,183,2012,avg_driv_dist
T36,T36,Nick Watney,97,296.8,55800,188,2012,avg_driv_dist
T36,T36,Boo Weekley,74,296.8,39173,132,2012,avg_driv_dist
38,38,Jimmy Walker,101,296.5,59902,202,2012,avg_driv_dist
39,39,Davis Love III,64,296.3,37929,128,2012,avg_driv_dist
40,40,Bo Van Pelt,84,296.1,49152,166,2012,avg_driv_dist
41,41,Greg Owen,90,295.9,53268,180,2012,avg_driv_dist
42,42,Charl Schwartzel,56,295.8,31652,107,2012,avg_driv_dist
43,43,Mark Anderson,75,295.7,40806,138,2012,avg_driv_dist
T44,T44,Daniel Chopra,55,295.6,30151,102,2012,avg_driv_dist
T44,T44,Edward Loar,59,295.6,31329,106,2012,avg_driv_dist
46,46,Charley Hoffman,88,295.5,51712,175,2012,avg_driv_dist
T47,T47,John Rollins,81,295.4,45487,154,2012,avg_driv_dist
T47,T47,Vijay Singh,99,295.4,58486,198,2012,avg_driv_dist
49,49,Martin Flores,95,295,54877,186,2012,avg_driv_dist
50,50,Robert Karlsson,54,294.7,30353,103,2012,avg_driv_dist
T51,T51,Ernie Els,80,294.6,45951,156,2012,avg_driv_dist
T51,T51,Charles Howell III,98,294.6,57448,195,2012,avg_driv_dist
53,53,Phil Mickelson,79,294.4,46511,158,2012,avg_driv_dist
54,54,Chris Couch,61,293.8,34664,118,2012,avg_driv_dist
T55,T55,Matt Jones,53,293.7,28779,98,2012,avg_driv_dist
T55,T55,Garth Mulroy,59,293.7,33477,114,2012,avg_driv_dist
57,57,Padraig Harrington,67,293.6,36995,126,2012,avg_driv_dist
T58,T58,Kevin Chappell,91,293.3,51033,174,2012,avg_driv_dist
T58,T58,John Merrick,83,293.3,46346,158,2012,avg_driv_dist
60,60,Rickie Fowler,84,293.2,48676,166,2012,avg_driv_dist
61,61,Hunter Mahan,88,293.1,48073,164,2012,avg_driv_dist
62,62,Kevin Stadler,85,292.9,45114,154,2012,avg_driv_dist
63,63,Kevin Streelman,89,292.8,50945,174,2012,avg_driv_dist
T64,T64,Jason Dufner,83,292.4,47367,162,2012,avg_driv_dist
T64,T64,Sergio Garcia,57,292.4,32747,112,2012,avg_driv_dist
T66,T66,Bill Haas,79,292.2,45002,154,2012,avg_driv_dist
T66,T66,D.J. Trahan,73,292.2,40330,138,2012,avg_driv_dist
T68,T68,Aaron Baddeley,73,292,42048,144,2012,avg_driv_dist
T68,T68,Ricky Barnes,92,292,51393,176,2012,avg_driv_dist
T68,T68,Jeff Overton,101,292,56645,194,2012,avg_driv_dist
T68,T68,Andres Romero,68,292,35042,120,2012,avg_driv_dist
72,72,Danny Lee,74,291.9,38533,132,2012,avg_driv_dist
73,73,Chris Kirk,93,291.8,51938,178,2012,avg_driv_dist
74,74,Bud Cauley,99,291.6,57161,196,2012,avg_driv_dist
T75,T75,Stephen Gangluff,57,291.5,29732,102,2012,avg_driv_dist
T75,T75,Pat Perez,81,291.5,45763,157,2012,avg_driv_dist
77,77,Scott Brown,65,291.2,34366,118,2012,avg_driv_dist
78,78,James Driscoll,83,291.1,46e3,158,2012,avg_driv_dist
79,79,John Senden,81,291,45108,155,2012,avg_driv_dist
T80,T80,Trevor Immelman,76,290.9,44218,152,2012,avg_driv_dist
T80,T80,Justin Rose,69,290.9,39277,135,2012,avg_driv_dist
82,82,Mathew Goggin,65,290.8,35477,122,2012,avg_driv_dist
83,83,Roberto Castro,92,290.6,49981,172,2012,avg_driv_dist
84,84,Bill Lunde,83,290.5,43582,150,2012,avg_driv_dist
T85,T85,Will Claxton,99,290.4,55182,190,2012,avg_driv_dist
T85,T85,Cameron Tringale,88,290.4,50815,175,2012,avg_driv_dist
T87,T87,Brian Harman,101,290.3,58632,202,2012,avg_driv_dist
T87,T87,Camilo Villegas,79,290.3,44701,154,2012,avg_driv_dist
89,89,Billy Horschel,63,290.2,31918,110,2012,avg_driv_dist
T90,T90,Chad Campbell,84,290.1,48742,168,2012,avg_driv_dist
T90,T90,Geoff Ogilvy,73,290.1,41189,142,2012,avg_driv_dist
T92,T92,Ryo Ishikawa,54,290,26678,92,2012,avg_driv_dist
T92,T92,Kyle Reifers,86,290,47554,164,2012,avg_driv_dist
94,94,J.J. Killeen,101,289.9,53920,186,2012,avg_driv_dist
95,95,Sangmoon Bae,81,289.8,44332,153,2012,avg_driv_dist
T96,T96,Jonathan Byrd,69,289.5,39371,136,2012,avg_driv_dist
T96,T96,Miguel Angel Carballo,73,289.5,37634,130,2012,avg_driv_dist
T96,T96,Henrik Stenson,51,289.5,27213,94,2012,avg_driv_dist
T99,T99,Tim Herron,88,289.4,50934,176,2012,avg_driv_dist
T99,T99,Marc Leishman,84,289.4,48620,168,2012,avg_driv_dist
101,101,Daniel Summerhays,81,289.3,44558,154,2012,avg_driv_dist
102,102,Derek Lamely,64,289.1,35852,124,2012,avg_driv_dist
103,103,Tom Gillis,75,289,43355,150,2012,avg_driv_dist
104,104,Roland Thatcher,55,288.9,28312,98,2012,avg_driv_dist
T105,T105,Stewart Cink,71,288.8,38127,132,2012,avg_driv_dist
T105,T105,Brendon de Jonge,115,288.8,63831,221,2012,avg_driv_dist
T105,T105,George McNeill,85,288.8,46206,160,2012,avg_driv_dist
T105,T105,Rod Pampling,88,288.8,46210,160,2012,avg_driv_dist
T105,T105,Brendan Steele,77,288.8,42162,146,2012,avg_driv_dist
110,110,Brandt Snedeker,81,288.7,45035,156,2012,avg_driv_dist
111,111,Webb Simpson,77,288.6,43872,152,2012,avg_driv_dist
112,112,Blake Adams,107,288.4,59410,206,2012,avg_driv_dist
113,113,John Huh,99,288.3,57075,198,2012,avg_driv_dist
114,114,Matt Bettencourt,80,288.2,41495,144,2012,avg_driv_dist
115,115,J.J. Henry,93,288.1,48972,170,2012,avg_driv_dist
116,116,Kevin Kisner,69,287.9,35127,122,2012,avg_driv_dist
T117,T117,Hunter Haas,69,287.6,36236,126,2012,avg_driv_dist
T117,T117,Ryan Moore,89,287.6,50911,177,2012,avg_driv_dist
T119,T119,Freddie Jacobson,61,287.4,34493,120,2012,avg_driv_dist
T119,T119,Rory Sabbatini,84,287.4,48002,167,2012,avg_driv_dist
121,121,Steve Wheatcroft,56,286.9,28687,100,2012,avg_driv_dist
T122,T122,Ben Crane,73,286.8,41300,144,2012,avg_driv_dist
T122,T122,Billy Mayfair,90,286.8,49326,172,2012,avg_driv_dist
T124,T124,Robert Allenby,76,286.7,43294,151,2012,avg_driv_dist
T124,T124,David Hearn,95,286.7,54465,190,2012,avg_driv_dist
126,126,Chris Stroud,86,286.6,49013,171,2012,avg_driv_dist
127,127,Jonas Blixt,72,286.3,40083,140,2012,avg_driv_dist
128,128,Matt Kuchar,86,286.2,46936,164,2012,avg_driv_dist
129,129,Vaughn Taylor,81,286,42904,150,2012,avg_driv_dist
T130,T130,Marco Dawson,60,285.9,30874,108,2012,avg_driv_dist
T130,T130,Dicky Pride,62,285.9,30880,108,2012,avg_driv_dist
132,132,Russell Knox,72,285.8,37729,132,2012,avg_driv_dist
133,133,Sung Kang,75,285.7,40576,142,2012,avg_driv_dist
T134,T134,Richard Lee,71,285.6,37124,130,2012,avg_driv_dist
T134,T134,Charlie Wi,86,285.6,48841,171,2012,avg_driv_dist
T136,T136,Matt Every,80,285.5,43400,152,2012,avg_driv_dist
T136,T136,Graeme McDowell,55,285.5,30552,107,2012,avg_driv_dist
T138,T138,Tommy Biershenk,74,285.4,38819,136,2012,avg_driv_dist
T138,T138,William McGirt,96,285.4,52226,183,2012,avg_driv_dist
T138,T138,Steve Stricker,73,285.4,39391,138,2012,avg_driv_dist
141,141,Jeff Maggert,83,285.3,47360,166,2012,avg_driv_dist
T142,T142,Cameron Beckman,81,285.2,43914,154,2012,avg_driv_dist
T142,T142,Bob Estes,78,285.2,44487,156,2012,avg_driv_dist
144,144,Arjun Atwal,79,285.1,41623,146,2012,avg_driv_dist
145,145,Ian Poulter,57,285,31345,110,2012,avg_driv_dist
146,146,Y.E. Yang,64,284.9,35331,124,2012,avg_driv_dist
147,147,Alexandre Rocha,62,284.6,31878,112,2012,avg_driv_dist
T148,T148,Kris Blanks,65,284.5,36420,128,2012,avg_driv_dist
T148,T148,Michael Bradley,63,284.5,33571,118,2012,avg_driv_dist
T148,T148,"Ted Potter, Jr.",77,284.5,41544,146,2012,avg_driv_dist
151,151,Kyle Thompson,51,284.2,26714,94,2012,avg_driv_dist
T152,T152,D.A. Points,88,284,49704,175,2012,avg_driv_dist
T152,T152,Johnson Wagner,88,284,49700,175,2012,avg_driv_dist
154,154,Nathan Green,73,283.8,36898,130,2012,avg_driv_dist
T155,T155,Stephen Ames,54,283.7,29501,104,2012,avg_driv_dist
T155,T155,Spencer Levin,81,283.7,44821,158,2012,avg_driv_dist
157,157,Brendon Todd,78,283.6,39703,140,2012,avg_driv_dist
158,158,Michael Thompson,80,283.4,45349,160,2012,avg_driv_dist
159,159,Stuart Appleby,75,283.3,40225,142,2012,avg_driv_dist
160,160,Ken Duke,104,282.6,56240,199,2012,avg_driv_dist
161,161,Chez Reavie,83,282.5,46620,165,2012,avg_driv_dist
162,162,K.J. Choi,71,282.3,39527,140,2012,avg_driv_dist
163,163,Greg Chalmers,88,282,48787,173,2012,avg_driv_dist
164,164,Gary Christian,91,281.9,47923,170,2012,avg_driv_dist
165,165,Kevin Na,80,281.5,44484,158,2012,avg_driv_dist
T166,T166,Scott Dunlap,57,281.4,28698,102,2012,avg_driv_dist
T166,T166,John Mallinger,74,281.4,39395,140,2012,avg_driv_dist
168,168,Zach Johnson,95,281.1,52845,188,2012,avg_driv_dist
169,169,Rocco Mediate,70,280.7,35927,128,2012,avg_driv_dist
170,170,Luke Donald,63,280.1,34729,124,2012,avg_driv_dist
171,171,Jim Furyk,85,280,46477,166,2012,avg_driv_dist
172,172,Justin Leonard,79,279.4,41903,150,2012,avg_driv_dist
173,173,Patrick Sheehan,58,279.3,29042,104,2012,avg_driv_dist
174,174,Jason Bohn,81,279.2,41877,150,2012,avg_driv_dist
175,175,Heath Slocum,93,278.9,47412,170,2012,avg_driv_dist
176,176,David Mathis,83,278.1,42833,154,2012,avg_driv_dist
177,177,Brian Gay,91,277.7,48328,174,2012,avg_driv_dist
178,178,Bryce Molder,83,277.5,43838,158,2012,avg_driv_dist
179,179,Brian Davis,91,277.1,47940,173,2012,avg_driv_dist
180,180,Tim Clark,60,276.7,32645,118,2012,avg_driv_dist
181,181,Ryuji Imada,78,276.4,42006,152,2012,avg_driv_dist
182,182,Jerry Kelly,84,276.1,44174,160,2012,avg_driv_dist
183,183,Mark Wilson,84,276,43062,156,2012,avg_driv_dist
184,184,David Toms,60,275.5,31956,116,2012,avg_driv_dist
185,185,Billy Hurley III,70,275.3,36338,132,2012,avg_driv_dist
186,186,Ben Curtis,62,274.8,31880,116,2012,avg_driv_dist
187,187,Tom Pernice Jr.,62,273.9,31769,116,2012,avg_driv_dist
188,188,Chris DiMarco,83,273,43133,158,2012,avg_driv_dist
189,189,Colt Knost,79,272.5,41968,154,2012,avg_driv_dist
190,190,Gavin Coles,72,271.2,35793,132,2012,avg_driv_dist
191,191,Nick O'Hern,78,268.9,39800,148,2012,avg_driv_dist
1,1,Luke List,65,306.3,37365,122,2013,avg_driv_dist
2,2,Dustin Johnson,71,305.8,42809,140,2013,avg_driv_dist
3,3,Nicolas Colsaerts,50,305.7,28736,94,2013,avg_driv_dist
4,4,Gary Woodland,94,303.8,54376,179,2013,avg_driv_dist
5,5,Bubba Watson,76,303.7,44030,145,2013,avg_driv_dist
6,6,Jason Kokrak,78,303.2,47298,156,2013,avg_driv_dist
7,7,Robert Garrigus,69,302.4,39315,130,2013,avg_driv_dist
8,8,Rory McIlroy,56,302.2,33240,110,2013,avg_driv_dist
9,9,Eric Meierdierks,48,301.9,27773,92,2013,avg_driv_dist
10,10,Ryan Palmer,79,301.5,47329,157,2013,avg_driv_dist
11,11,Keegan Bradley,88,300.6,52302,174,2013,avg_driv_dist
12,12,Martin Flores,83,300.4,49874,166,2013,avg_driv_dist
13,13,Steven Bowditch,67,300.2,39029,130,2013,avg_driv_dist
14,14,Sean O'Hair,56,299.7,33561,112,2013,avg_driv_dist
15,15,Tag Ridings,69,299.6,38944,130,2013,avg_driv_dist
16,16,Jason Day,86,299.3,47589,159,2013,avg_driv_dist
17,17,Jim Herman,59,299.2,32913,110,2013,avg_driv_dist
18,18,Seung-Yul Noh,71,298.8,40045,134,2013,avg_driv_dist
19,19,Graham DeLaet,94,298.6,55832,187,2013,avg_driv_dist
20,20,Jimmy Walker,84,298.5,50147,168,2013,avg_driv_dist
21,21,Scott Piercy,78,298.2,44430,149,2013,avg_driv_dist
22,22,Kyle Stanley,71,298.1,42332,142,2013,avg_driv_dist
23,23,Adam Scott,61,297.8,35733,120,2013,avg_driv_dist
24,24,Robert Streb,75,297.7,42270,142,2013,avg_driv_dist
25,25,Shawn Stefani,63,297.2,37452,126,2013,avg_driv_dist
26,26,Brad Fritsch,81,297,45743,154,2013,avg_driv_dist
27,27,Justin Rose,62,296.6,35301,119,2013,avg_driv_dist
28,28,Bobby Gates,49,296.2,26654,90,2013,avg_driv_dist
29,29,Charl Schwartzel,69,296.1,40271,136,2013,avg_driv_dist
30,30,Scott Stallings,79,295.7,46720,158,2013,avg_driv_dist
31,31,John Rollins,77,295.6,43152,146,2013,avg_driv_dist
T32,T32,Charlie Beljan,62,295.4,36630,124,2013,avg_driv_dist
T32,T32,Morgan Hoffmann,64,295.4,37807,128,2013,avg_driv_dist
34,34,Peter Hanson,45,295.3,25099,85,2013,avg_driv_dist
35,35,Harris English,95,295.2,56092,190,2013,avg_driv_dist
36,36,Henrik Norlander,70,295,40114,136,2013,avg_driv_dist
37,37,Charles Howell III,87,294.8,50109,170,2013,avg_driv_dist
T38,T38,Steve LeBrun,66,294.1,36471,124,2013,avg_driv_dist
T38,T38,Troy Matteson,68,294.1,38818,132,2013,avg_driv_dist
T40,T40,Ángel Cabrera,73,294,42922,146,2013,avg_driv_dist
T40,T40,Charley Hoffman,84,294,49394,168,2013,avg_driv_dist
42,42,Billy Horschel,96,293.8,56406,192,2013,avg_driv_dist
T43,T43,Lucas Glover,65,293.7,38183,130,2013,avg_driv_dist
T43,T43,Josh Teater,86,293.7,48173,164,2013,avg_driv_dist
45,45,Cameron Percy,68,293.6,38751,132,2013,avg_driv_dist
T46,T46,Martin Laird,68,293.4,39903,136,2013,avg_driv_dist
T46,T46,D.J. Trahan,48,293.4,26992,92,2013,avg_driv_dist
48,48,James Hahn,78,293.3,43407,148,2013,avg_driv_dist
49,49,Tiger Woods,61,293.2,35187,120,2013,avg_driv_dist
T50,T50,Andres Romero,63,293.1,34588,118,2013,avg_driv_dist
T50,T50,Rory Sabbatini,86,293.1,48064,164,2013,avg_driv_dist
52,52,Kevin Chappell,80,292.9,46861,160,2013,avg_driv_dist
53,53,Greg Owen,73,292.8,41575,142,2013,avg_driv_dist
54,54,Erik Compton,74,292.7,43318,148,2013,avg_driv_dist
55,55,Jeff Overton,78,292.4,45618,156,2013,avg_driv_dist
56,56,Matt Jones,83,292.3,48223,165,2013,avg_driv_dist
57,57,Brandt Jobe,62,292.1,33887,116,2013,avg_driv_dist
58,58,Patrick Reed,83,292,48472,166,2013,avg_driv_dist
59,59,Camilo Villegas,79,291.8,43763,150,2013,avg_driv_dist
60,60,Nicholas Thompson,99,291.6,57738,198,2013,avg_driv_dist
61,61,Derek Ernst,58,291.5,33813,116,2013,avg_driv_dist
62,62,Ryo Ishikawa,72,291.3,40206,138,2013,avg_driv_dist
63,63,Nick Watney,88,291.2,50093,172,2013,avg_driv_dist
T64,T64,Tommy Gainey,84,291,48888,168,2013,avg_driv_dist
T64,T64,Sergio Garcia,65,291,36666,126,2013,avg_driv_dist
T66,T66,Henrik Stenson,65,290.9,37239,128,2013,avg_driv_dist
T66,T66,Boo Weekley,100,290.9,58180,200,2013,avg_driv_dist
68,68,Brendan Steele,86,290.7,47680,164,2013,avg_driv_dist
69,69,Lee Westwood,70,290.3,39775,137,2013,avg_driv_dist
70,70,Carl Pettersson,82,290.2,46429,160,2013,avg_driv_dist
T71,T71,Pat Perez,69,290.1,40037,138,2013,avg_driv_dist
T71,T71,Andrew Svoboda,46,290.1,25532,88,2013,avg_driv_dist
T73,T73,Stewart Cink,71,290,41178,142,2013,avg_driv_dist
T73,T73,Hunter Mahan,91,290,49004,169,2013,avg_driv_dist
T75,T75,Kevin Stadler,83,289.8,45781,158,2013,avg_driv_dist
T75,T75,Vaughn Taylor,50,289.8,26663,92,2013,avg_driv_dist
77,77,Ernie Els,63,289.6,35916,124,2013,avg_driv_dist
T78,T78,Scott Brown,65,289.5,37635,130,2013,avg_driv_dist
T78,T78,Fabián Gómez,65,289.5,37637,130,2013,avg_driv_dist
T80,T80,Ricky Barnes,74,289.4,40510,140,2013,avg_driv_dist
T80,T80,Jordan Spieth,82,289.4,47466,164,2013,avg_driv_dist
82,82,John Senden,79,289.3,45127,156,2013,avg_driv_dist
T83,T83,Russell Henley,80,289,45082,156,2013,avg_driv_dist
T83,T83,Chris Kirk,89,289,51441,178,2013,avg_driv_dist
85,85,Chad Campbell,78,288.9,43914,152,2013,avg_driv_dist
86,86,Aaron Baddeley,68,288.5,38086,132,2013,avg_driv_dist
T87,T87,Scott Gardiner,61,288.4,34037,118,2013,avg_driv_dist
T87,T87,Martin Kaymer,61,288.4,33457,116,2013,avg_driv_dist
89,89,Padraig Harrington,52,288.3,28253,98,2013,avg_driv_dist
90,90,Bill Haas,85,288.2,48412,168,2013,avg_driv_dist
T91,T91,Matt Every,89,288.1,51278,178,2013,avg_driv_dist
T91,T91,Vijay Singh,61,288.1,35154,122,2013,avg_driv_dist
93,93,Phil Mickelson,78,287.9,44907,156,2013,avg_driv_dist
T94,T94,Bud Cauley,67,287.5,36225,126,2013,avg_driv_dist
T94,T94,Brian Harman,89,287.5,48873,170,2013,avg_driv_dist
T94,T94,Kevin Streelman,86,287.5,49445,172,2013,avg_driv_dist
97,97,Freddie Jacobson,63,287.3,34471,120,2013,avg_driv_dist
T98,T98,Robert Karlsson,56,287.2,29865,104,2013,avg_driv_dist
T98,T98,Cameron Tringale,80,287.2,45950,160,2013,avg_driv_dist
100,100,James Driscoll,76,287.1,41348,144,2013,avg_driv_dist
101,101,Y.E. Yang,56,286.7,31828,111,2013,avg_driv_dist
102,102,Marc Leishman,77,286.6,43846,153,2013,avg_driv_dist
103,103,Rickie Fowler,75,286.4,42106,147,2013,avg_driv_dist
T104,T104,Brendon de Jonge,110,286.3,62976,220,2013,avg_driv_dist
T104,T104,Tom Gillis,69,286.3,37217,130,2013,avg_driv_dist
106,106,George McNeill,68,286,38893,136,2013,avg_driv_dist
T107,T107,Jason Dufner,78,285.9,44026,154,2013,avg_driv_dist
T107,T107,Bo Van Pelt,72,285.9,39743,139,2013,avg_driv_dist
109,109,David Lingmerth,68,285.8,38875,136,2013,avg_driv_dist
110,110,Daniel Summerhays,83,285.7,47421,166,2013,avg_driv_dist
111,111,Webb Simpson,92,285.4,49937,175,2013,avg_driv_dist
T112,T112,Sangmoon Bae,83,285.3,47365,166,2013,avg_driv_dist
T112,T112,Michael Bradley,56,285.3,29670,104,2013,avg_driv_dist
114,114,Geoff Ogilvy,57,285.1,32496,114,2013,avg_driv_dist
115,115,Bob Estes,66,285,37624,132,2013,avg_driv_dist
T116,T116,Robert Allenby,58,284.9,31910,112,2013,avg_driv_dist
T116,T116,Will Claxton,67,284.9,35893,126,2013,avg_driv_dist
T116,T116,Matt Kuchar,93,284.9,49573,174,2013,avg_driv_dist
T119,T119,Stuart Appleby,88,284.7,47834,168,2013,avg_driv_dist
T119,T119,J.J. Henry,83,284.7,45843,161,2013,avg_driv_dist
121,121,Alistair Presnell,59,284.6,32446,114,2013,avg_driv_dist
122,122,John Merrick,79,284.3,44918,158,2013,avg_driv_dist
123,123,Jonas Blixt,76,283.7,42837,151,2013,avg_driv_dist
T124,T124,Tim Herron,45,283.6,25523,90,2013,avg_driv_dist
T124,T124,Trevor Immelman,73,283.6,39143,138,2013,avg_driv_dist
T124,T124,Steve Stricker,51,283.6,26658,94,2013,avg_driv_dist
127,127,Luke Guthrie,82,283.5,46490,164,2013,avg_driv_dist
128,128,Chez Reavie,72,282.8,40721,144,2013,avg_driv_dist
129,129,Rod Pampling,46,282.6,23736,84,2013,avg_driv_dist
T130,T130,Roberto Castro,97,282.3,54478,193,2013,avg_driv_dist
T130,T130,Ryan Moore,72,282.3,40093,142,2013,avg_driv_dist
132,132,Charlie Wi,75,282.1,40061,142,2013,avg_driv_dist
133,133,John Huh,88,282,48792,173,2013,avg_driv_dist
T134,T134,William McGirt,75,281.8,42266,150,2013,avg_driv_dist
T134,T134,Brian Stuard,78,281.8,41704,148,2013,avg_driv_dist
136,136,Ian Poulter,59,281.7,29859,106,2013,avg_driv_dist
137,137,Brandt Snedeker,79,281.3,44440,158,2013,avg_driv_dist
138,138,D.A. Points,87,281.1,48905,174,2013,avg_driv_dist
139,139,Ben Crane,62,281,32592,116,2013,avg_driv_dist
140,140,D.H. Lee,65,280.9,36522,130,2013,avg_driv_dist
141,141,Stephen Ames,49,280.7,27511,98,2013,avg_driv_dist
142,142,David Mathis,71,280.6,37598,134,2013,avg_driv_dist
143,143,Casey Wittenberg,72,280.5,39275,140,2013,avg_driv_dist
144,144,"Ted Potter, Jr.",65,280.3,34194,122,2013,avg_driv_dist
145,145,Doug LaBelle II,72,280.1,39215,140,2013,avg_driv_dist
146,146,Justin Hicks,79,280,42003,150,2013,avg_driv_dist
147,147,David Hearn,88,279.7,49231,176,2013,avg_driv_dist
148,148,Michael Thompson,66,279.4,36878,132,2013,avg_driv_dist
T149,T149,Justin Bolli,59,279.1,30706,110,2013,avg_driv_dist
T149,T149,Richard Lee,81,279.1,42975,154,2013,avg_driv_dist
151,151,Ben Kohles,75,279,39615,142,2013,avg_driv_dist
152,152,Scott Langley,79,278.9,41834,150,2013,avg_driv_dist
T153,T153,Brian Davis,91,278.8,50734,182,2013,avg_driv_dist
T153,T153,Zach Johnson,84,278.8,46275,166,2013,avg_driv_dist
155,155,Johnson Wagner,64,278.6,33436,120,2013,avg_driv_dist
156,156,K.J. Choi,85,278.3,46748,168,2013,avg_driv_dist
157,157,Luke Donald,60,278.1,32262,116,2013,avg_driv_dist
158,158,Mark Wilson,56,278,28911,104,2013,avg_driv_dist
159,159,David Lynn,70,277.9,38077,137,2013,avg_driv_dist
160,160,Jeff Maggert,63,277.6,34980,126,2013,avg_driv_dist
161,161,Graeme McDowell,53,277.5,26916,97,2013,avg_driv_dist
162,162,David Toms,49,277.4,24133,87,2013,avg_driv_dist
163,163,Aaron Watkins,46,277.1,24388,88,2013,avg_driv_dist
164,164,Chris Stroud,88,277,48753,176,2013,avg_driv_dist
165,165,Greg Chalmers,77,276.8,40414,146,2013,avg_driv_dist
T166,T166,Jason Bohn,70,276.3,38680,140,2013,avg_driv_dist
T166,T166,Justin Leonard,86,276.3,47520,172,2013,avg_driv_dist
168,168,Lee Williams,62,275.6,33068,120,2013,avg_driv_dist
169,169,Jim Furyk,80,275.3,42952,156,2013,avg_driv_dist
T170,T170,Ken Duke,87,275.1,47871,174,2013,avg_driv_dist
T170,T170,Brian Gay,79,275.1,43193,157,2013,avg_driv_dist
T170,T170,Darron Stiles,51,275.1,26964,98,2013,avg_driv_dist
173,173,Ben Curtis,59,274.9,31333,114,2013,avg_driv_dist
174,174,Dicky Pride,71,274.8,36825,134,2013,avg_driv_dist
175,175,Tim Clark,64,273.9,33143,121,2013,avg_driv_dist
176,176,Bryce Molder,82,273.8,43801,160,2013,avg_driv_dist
T177,T177,Jerry Kelly,75,273.2,40984,150,2013,avg_driv_dist
